,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
8,11419,Toncoin,TON,toncoin,312,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3473431002,5106350278,TRUE,,9,3414166606,20611382468,,2024-05-09T07:00:00.000Z,6.037017183,221336481.2,23.4155,1.95546617,5.5309302,27.43819439,-11.50485137,111.2046325,191.9069395,20969162646,0.9187,30827124375,,2024-05-09T07:00:00.000Z,,,,,,02:11.0
9,2010,Cardano,ADA,cardano,1163,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000,35661664511,36855324087,FALSE,,10,,,,2024-05-09T07:00:00.000Z,0.458025537,516441700.7,72.7439,-0.23258769,3.66151468,3.27085652,-24.46578119,-37.53042529,-14.64742931,16333953036,0.7157,20611149162,,2024-05-09T07:00:00.000Z,,,,,,02:11.0
10,5994,Shiba Inu,SHIB,shiba-inu,806,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,5.89289E+14,5.89534E+14,FALSE,,11,,,,2024-05-09T07:00:00.000Z,2.30E-05,393852056.2,1.4561,-0.09239689,0.0282699,5.17812322,-20.43571325,-34.83470616,146.15073,13524684483,0.5926,13530299995,,2024-05-09T07:00:00.000Z,1027,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,02:11.0
11,5805,Avalanche,AVAX,avalanche,719,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719,380615014.3,439304654.3,FALSE,,12,,,,2024-05-09T07:00:00.000Z,34.51032433,393274399.1,7.8154,0.27152785,-0.70939433,6.02696192,-28.97961687,-20.34932805,-4.00692112,13135147588,0.5751,24700720431,,2024-05-09T07:00:00.000Z,,,,,,02:11.0
12,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87501547841,87501555954,TRUE,,13,71659659264,8900677630,,2024-05-09T07:00:00.000Z,0.124207647,339780971.5,-6.5473,-0.0299786,2.1966875,1.46512913,1.5547211,-8.83555361,1.31340223,10868361327,0.4762,10868362335,,2024-05-09T07:00:00.000Z,,,,,,02:11.0
13,6636,Polkadot,DOT,polkadot-new,756,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431,1437953431,TRUE,,14,1442956155,10081270322,,2024-05-09T07:01:00.000Z,6.986539605,184669030.1,4.4462,-0.51671734,-1.13191544,1.8748736,-21.88790024,-33.24639287,-1.12439626,10046318598,0.4402,10046318598,,2024-05-09T07:01:00.000Z,,,,,,02:11.0
14,1831,Bitcoin Cash,BCH,bitcoin-cash,883,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000,19703203.13,19703203.13,FALSE,,15,,,,2024-05-09T07:00:00.000Z,451.6205742,321765659.4,-17.8922,-0.49867638,-2.02710653,8.92450655,-32.72617386,2.68783099,83.10213312,8898371908,0.3896,9484032057,,2024-05-09T07:00:00.000Z,,,,,,02:11.0
0,1,Bitcoin,BTC,bitcoin,11026,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000,19695781,19695781,FALSE,,1,,,,2024-05-09T07:02:00.000Z,61584.89124,24541036502,-3.5977,-0.02896177,-1.48023699,6.85304516,-12.9878442,-11.34276625,33.27834894,1.21296E+12,53.117,1.29328E+12,,2024-05-09T07:02:00.000Z,,,,,,03:12.5
1,1027,Ethereum,ETH,ethereum,8905,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120105242.7,120105242.7,TRUE,,2,,,,2024-05-09T07:01:00.000Z,2999.692,11120689187,-4.5446,-0.15271648,-0.48475014,2.95269798,-17.64560062,-24.02316718,22.5205691,3.60279E+11,15.7843,3.60279E+11,,2024-05-09T07:01:00.000Z,,,,,,03:12.5
2,825,Tether USDt,USDT,tether,84947,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,1.10956E+11,1.13087E+11,TRUE,,3,,,,2024-05-09T07:01:00.000Z,0.999610269,44910396872,-1.2526,-0.00442632,-0.02755376,0.02626985,-0.08246729,-0.21821866,-0.02930555,1.10913E+11,4.8593,1.13042E+11,,2024-05-09T07:01:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,03:12.5
3,1839,BNB,BNB,bnb,2154,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147587103.3,147587103.3,FALSE,,4,,,,2024-05-09T07:01:00.000Z,600.2082845,1791991654,13.9916,0.24677605,2.70021628,9.52825758,3.24569635,21.1994074,86.05891454,88583002051,3.8783,88583002051,,2024-05-09T07:01:00.000Z,,,,,,03:12.5
4,5426,Solana,SOL,solana,657,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,448142242,575542997.1,TRUE,,5,,,,2024-05-09T07:01:00.000Z,144.850022,2299254827,-12.8507,0.20911731,-1.84648113,11.68021194,-17.88033134,-1.76397048,38.24585858,64913413625,2.8439,83367415817,,2024-05-09T07:01:00.000Z,,,,,,03:12.5
5,3408,USDC,USDC,usd-coin,18983,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33088064924,33088064924,FALSE,,6,,,,2024-05-09T07:01:00.000Z,1.000014998,5162479368,-5.4646,-0.00910168,-0.00516414,-0.01048891,0.00193151,-0.00638104,-0.00161291,33088561183,1.4487,33088561183,,2024-05-09T07:01:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,03:12.5
6,52,XRP,XRP,xrp,1314,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",1E+11,55359176420,99987633657,FALSE,,7,,,,2024-05-09T07:02:00.000Z,0.519856763,1008812783,-12.1226,-0.4564475,-0.03522835,2.17085087,-15.78846775,-16.80554546,0.56829644,28778842274,1.2603,51985676332,,2024-05-09T07:02:00.000Z,,,,,,03:12.5
7,74,Dogecoin,DOGE,dogecoin,963,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,1.44215E+11,1.44215E+11,TRUE,,8,,,,2024-05-09T07:02:00.000Z,0.147423016,1113510265,1.1362,-0.28976971,-1.2356604,16.5456501,-25.64111714,-17.01835957,82.79700853,21260642162,0.9308,21260642162,,2024-05-09T07:02:00.000Z,,,,,,03:12.5
8,11419,Toncoin,TON,toncoin,312,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3473431002,5106350278,TRUE,,9,3414166606,20615143796,,2024-05-09T07:01:00.000Z,6.038118866,221318004.8,23.4244,1.90835893,5.58677623,27.39544772,-11.62865476,111.3952872,191.9962097,20972989265,0.9188,30832749953,,2024-05-09T07:01:00.000Z,,,,,,03:12.5
9,2010,Cardano,ADA,cardano,1163,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000,35661664511,36855324087,FALSE,,10,,,,2024-05-09T07:01:00.000Z,0.4580934,516441700.7,72.7439,-0.15527477,3.69243447,3.26875513,-24.45396243,-37.51108646,-14.63509356,16336373137,0.7158,20614202989,,2024-05-09T07:01:00.000Z,,,,,,03:12.5
10,5994,Shiba Inu,SHIB,shiba-inu,806,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,5.89289E+14,5.89534E+14,FALSE,,11,,,,2024-05-09T07:01:00.000Z,2.29E-05,393851919.8,1.4561,-0.01717892,0.04525405,5.1875585,-20.5190021,-34.74681645,145.9250775,13522233561,0.5925,13527848055,,2024-05-09T07:01:00.000Z,1027,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,03:12.5
11,5805,Avalanche,AVAX,avalanche,719,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719,380615014.3,439304654.3,FALSE,,12,,,,2024-05-09T07:01:00.000Z,34.52643909,393228666.3,7.8239,0.33942375,-0.63524846,6.04240891,-28.99860691,-20.27765335,-3.98618162,13141281108,0.5753,24712254550,,2024-05-09T07:01:00.000Z,,,,,,03:12.5
12,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87501547841,87501555954,TRUE,,13,71659659264,8902211558,,2024-05-09T07:01:00.000Z,0.124229052,339780971.5,-6.5473,0.00013701,2.16169786,1.4430656,1.53781845,-8.82787549,1.31255406,10870234363,0.4763,10870235371,,2024-05-09T07:01:00.000Z,,,,,,03:12.5
13,6636,Polkadot,DOT,polkadot-new,756,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431,1437953431,TRUE,,14,1442956155,10080961599,,2024-05-09T07:02:00.000Z,6.986325653,184728630.5,4.7582,-0.52617918,-1.15508059,1.8672193,-21.88485119,-33.25334004,-1.14020627,10046010946,0.4399,10046010946,,2024-05-09T07:02:00.000Z,,,,,,03:12.5
14,1831,Bitcoin Cash,BCH,bitcoin-cash,883,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000,19703203.13,19703203.13,FALSE,,15,,,,2024-05-09T07:01:00.000Z,451.9242494,321747465.9,-17.8882,-0.35008463,-1.92996251,8.98445516,-32.78390681,2.82342073,83.14626717,8904355282,0.3898,9490409237,,2024-05-09T07:01:00.000Z,,,,,,03:12.5
0,1,Bitcoin,BTC,bitcoin,11026,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000,19695781,19695781,FALSE,,1,,,,2024-05-09T07:03:00.000Z,61605.91155,24515363957,-3.658,-0.00077205,-1.49826813,6.90730231,-12.98901716,-11.34190004,33.26797155,1.21338E+12,53.1351,1.29372E+12,,2024-05-09T07:03:00.000Z,,,,,,04:14.0
1,1027,Ethereum,ETH,ethereum,8905,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120105242.7,120105242.7,TRUE,,2,,,,2024-05-09T07:02:00.000Z,2999.198095,11104525826,-4.6821,-0.19277116,-0.58083796,2.84654047,-17.73950912,-24.05048777,22.47559532,3.60219E+11,15.7771,3.60219E+11,,2024-05-09T07:02:00.000Z,,,,,,04:14.0
2,825,Tether USDt,USDT,tether,84947,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,1.10956E+11,1.13087E+11,TRUE,,3,,,,2024-05-09T07:02:00.000Z,0.999661941,44879146960,-1.278,0.01682082,-0.01375022,0.01350606,-0.07357107,-0.18783597,-0.01663586,1.10918E+11,4.8581,1.13048E+11,,2024-05-09T07:02:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,04:14.0
3,1839,BNB,BNB,bnb,2154,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147587103.3,147587103.3,FALSE,,4,,,,2024-05-09T07:02:00.000Z,600.492196,1788581239,13.8526,0.27942474,2.74793285,9.58858353,3.27084798,21.25427291,86.08096215,88624903733,3.8801,88624903733,,2024-05-09T07:02:00.000Z,,,,,,04:14.0
4,5426,Solana,SOL,solana,657,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,448142242,575542997.1,TRUE,,5,,,,2024-05-09T07:02:00.000Z,144.8418656,2297314242,-12.6674,0.18277799,-1.92489576,11.65343847,-17.90938331,-1.77954762,38.24708151,64909758404,2.8437,83362721466,,2024-05-09T07:02:00.000Z,,,,,,04:14.0
5,3408,USDC,USDC,usd-coin,18983,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33088064924,33088064924,FALSE,,6,,,,2024-05-09T07:02:00.000Z,1.000086632,5159351979,-5.4753,0.01482887,0.01730202,0.00447172,0.00521593,0.02793121,0.01409868,33090931418,1.4488,33090931418,,2024-05-09T07:02:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,04:14.0
6,52,XRP,XRP,xrp,1314,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",1E+11,55359176420,99987633657,FALSE,,7,,,,2024-05-09T07:03:00.000Z,0.519876829,1005740442,-12.3204,-0.45732946,-0.0761491,2.1049431,-15.79601799,-16.80081535,0.56988571,28779953115,1.2603,51987682940,,2024-05-09T07:03:00.000Z,,,,,,04:14.0
7,74,Dogecoin,DOGE,dogecoin,963,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,1.44215E+11,1.44215E+11,TRUE,,8,,,,2024-05-09T07:03:00.000Z,0.147393043,1110486196,0.8689,-0.32030964,-1.32217669,16.50200763,-25.69318326,-17.03806727,82.76317091,21256319573,0.9306,21256319573,,2024-05-09T07:03:00.000Z,,,,,,04:14.0
8,11419,Toncoin,TON,toncoin,312,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3473431002,5106350278,TRUE,,9,3414166606,20615767065,,2024-05-09T07:02:00.000Z,6.03830142,221506146.4,24.5924,1.90926834,5.63585838,27.37784122,-11.59531762,111.3619082,191.9898807,20973623353,0.9189,30833682137,,2024-05-09T07:02:00.000Z,,,,,,04:14.0
9,2010,Cardano,ADA,cardano,1163,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000,35661664511,36855324087,FALSE,,10,,,,2024-05-09T07:02:00.000Z,0.458076922,516561643.1,73.0695,-0.16954074,3.67631012,3.26887259,-24.42368232,-37.51308124,-14.64139459,16335785512,0.7154,20613461490,,2024-05-09T07:02:00.000Z,,,,,,04:14.0
10,5994,Shiba Inu,SHIB,shiba-inu,806,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,5.89289E+14,5.89534E+14,FALSE,,11,,,,2024-05-09T07:02:00.000Z,2.29E-05,393668884.7,1.6781,-0.03944927,0.01886654,5.15791691,-20.54072562,-34.72074723,145.7903705,13521482736,0.5921,13527096918,,2024-05-09T07:02:00.000Z,1027,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,04:14.0
11,5805,Avalanche,AVAX,avalanche,719,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719,380615014.3,439304654.3,FALSE,,12,,,,2024-05-09T07:02:00.000Z,34.52342906,393035112.6,8.1549,0.32317379,-0.65728057,6.02224374,-29.01465108,-20.28408224,-4.00831838,13140135445,0.5753,24710100124,,2024-05-09T07:02:00.000Z,,,,,,04:14.0
12,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87501547841,87501555954,TRUE,,13,71659659264,8902052092,,2024-05-09T07:02:00.000Z,0.124226827,337707099.1,-6.952,-0.00216288,2.15212429,1.44667157,1.52680301,-8.82865857,1.30715124,10870039643,0.476,10870040651,,2024-05-09T07:02:00.000Z,,,,,,04:14.0
13,6636,Polkadot,DOT,polkadot-new,756,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431,1437953431,TRUE,,14,1442956155,10080961599,,2024-05-09T07:02:00.000Z,6.986325653,184728630.5,4.7582,-0.52617918,-1.15508059,1.8672193,-21.88485119,-33.25334004,-1.14020627,10046010946,0.4399,10046010946,,2024-05-09T07:02:00.000Z,,,,,,04:14.0
14,1831,Bitcoin Cash,BCH,bitcoin-cash,883,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000,19703203.13,19703203.13,FALSE,,15,,,,2024-05-09T07:02:00.000Z,451.9173816,321376465.3,-17.9657,-0.35245839,-1.93891121,8.98373781,-32.80377497,2.81605989,83.1037486,8904219965,0.3898,9490265013,,2024-05-09T07:02:00.000Z,,,,,,04:14.0
0,1,Bitcoin,BTC,bitcoin,11026,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000,19695781,19695781,FALSE,,1,,,,2024-05-09T07:04:00.000Z,61608.20368,24513903563,-3.6564,-0.00955876,-1.49235154,6.88924924,-13.03251471,-11.34148656,33.06519662,1.21342E+12,53.1371,1.29377E+12,,2024-05-09T07:04:00.000Z,,,,,,05:15.3
1,1027,Ethereum,ETH,ethereum,8905,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120105242.7,120105242.7,TRUE,,2,,,,2024-05-09T07:03:00.000Z,2999.946318,11090305913,-4.7548,-0.14778716,-0.63562783,2.87419957,-17.72546317,-24.03570002,22.46308148,3.60309E+11,15.781,3.60309E+11,,2024-05-09T07:03:00.000Z,,,,,,05:15.3
